front,back,frequency,
집집마다,every house,4610,
네모,square,3596,
독하다,"to be potent, strong;to be spiteful",3805,
영혼,soul,2450,
객실,room;cabin,3992,
호주머니,pocket,2389,
허전하다,"to feel empty, lonesome",4949,
모험,adventure,2891,
빈칸,"blank space, blank column",2353,
머무르다,"to stay, remain",2239,
시제,tense (grammatical),2391,
즐겁게,pleasantly,1713,
섞다,"to blend, mix",2177,
장난감,toy,2355,
매점,"snack stand, booth, cafeteria",2365,
다이어트,diet,2442,
걸어다니다,"to walk, walk around",2336,
물가,"cost of living, prices;edge of water",2729,
중고품,"used article, secondhand goods",3947,
느끼하다,"to be greasy, oily, rich",3399,
돌잔치,celebration of a baby's first birthday,3690,
과외,"private lessons, tutoring",2471,
잠기다,"to be submerged, go down;to be locked, be fastened",3608,
선택권,"option, choice",3452,
운,"luck, fortune, fate",2513,
국기,national flag,2420,
경고하다,to warn,2393,
별것,something peculiar,3618,
다리미,clothes iron,2621,
토론,"discussion, debate",2255,
바치다,"to dedicate, offer, give",3849,
샌들,sandals,4171,
승용차,passenger car,2414,
화산,volcano,2560,
운반하다,"to transport, carry, convey",4468,
천장,ceiling,2401,
온라인,online,2483,
작동,operation (of a device),2458,
지원하다,"to support, back;to apply, volunteer",2500,
몫,"share, portion",3185,
노동자,"worker, laborer",1811,
논리,logic,2464,
빚내다,to borrow money,4957,
비상,emergency -,4917,
장비,"equipment, gear",2820,
계획표,"written schedule, plans",4333,
무서워하다,"to fear, be afraid",2351,
성장,growth,2753,
차라리,"rather, preferably",2524,
지옥,hell,3179,
일어서다,to stand up,2397,
소아과,pediatrics,4607,
약사,pharmacist,2411,
감독,"supervision;supervisor, director",2251,
회전하다,"to turn, rotate, spin",2485,
외투,overcoat,2416,
디자인,design,2520,
원장,director,2624,
빛나다,"to shine, gleam, be bright",3138,
야만적,"uncivilized, savage",5044,
주급,weekly pay [salary],3854,
망설이다,"to hesitate, be hesitant",2512,
전원,"countryside, rural areas;electricity supply;all members, everyone",2422,
용기,courage;container,2597,
당분간,"for the time being, for a while",2657,
어마어마하다,"to be tremendous, immense, grand",3002,
정각,the exact time (not sooner or later),2428,
형사,"detective,criminal (investigation, trial, etc.)",2445,
덕수궁,Deoksu Palace,2446,
무너지다,"to collapse, cave in",2430,
천국,"heaven, paradise",3467,
구독,subscription,3316,
사생활,"privacy, private life",3678,
제안하다,"to propose, suggest",2421,
정직,honesty;suspension,4831,
면접,(job) interview,3306,
어쩌다가,by chance;once in a while,3695,
다듬다,to trim;to refine,3431,
무척,very much,2223,
범인,"criminal, culprit",2454,
사립학교,private school,3364,
비겁하다,to be cowardly,4773,
영상,"picture, image, video;temperature above freezing",2151,
반년,half a year,2447,
풍경,"landscape, scenery",3567,
둘러보다,to look around,2438,
매번,"every time, very often, always",2439,
국립,national establishment,2724,
우표,stamp,2441,
악담하다,"to verbally abuse, speak ill of",5045,
석양,sunset,4166,
접속,access,3095,
인삼차,ginseng tea,2443,
둥글다,"to be round, spherical",2444,
움직임,"movement, motion",2440,
가루,"powder, flour, dust",2806,
예습,"preparation, rehearsal",3775,
익다,"to ripen, be ripe, be [well] cooked;to be skilled, experienced, be familiar",2449,
사이다,lemon-lime soda,4261,
숙녀,lady,2482,
자동판매기,vending machine,3760,
세일,sale,1639,
협박하다,"to threaten, intimidate",2771,
단도,"dagger, short sword",5089,
아나운서,announcer,2815,
도대체,"(what) on earth, in the world; at all",2345,
쫓아가다,"to run after, pursue, keep up with",4285,
부담,burden,2426,
유치원생,kindergartener,1720,
간판,store signboard,2466,
든든하다,"to be strong, secure, reassured",4989,
큰소리,loud voice;bragging,2468,
난리,"fuss, disturbance",4576,
파랑,blue,2491,
다지다,"to chop up, mince;to harden",3843,
선거,election,2159,
상상력,imagination,3135,
팽창,expansion,4633,
매달다,"to hang, suspend",3772,
충돌,"collision, crash, impact",3375,
음주운전,drunk driving,4195,
코끼리,elephant,2501,
해고하다,"to fire, dismiss",4318,
스웨터,sweater,2543,
동대문,"Dongdaemun, the East Gate",2199,
꺼지다,"to be extinguished, go out;to get lost, disappear (col.)",1869,
변함,change,2484,
음력,lunar calendar,3453,
잘나다,"to be good, smart, distinguished",3347,
화재,fire (the kind that you call firefighters for),3867,
중국집,Chinese restaurant,2497,
도장,"stamp, seal;painting",4183,
뻔하다,"to be obvious, clear",3514,
비명,scream,4534,
무사히,safely,3903,
알약,pill,2480,
잔혹하다,"to be cruel, heartless, ruthless",4837,
뒷줄,back row,2514,
결코,"never, by no means",2507,
위층,upstairs,2342,
유지하다,"to keep up, maintain",2799,
연료,fuel,3550,
재킷,jacket,2559,
혹은,or,2046,
멋지다,"to be splendid, lovely, nice",2496,
수준,"level, standard",2280,
해산물,"seafood, marine products",2697,
부츠,boots,3170,
영원하다,to be eternal,2526,
무술,martial arts,4437,
상당히,"considerably, quite",2508,
영광,"honor, glory",2494,
저렴하다,to be cheap,2506,
일등,the first class;the first place,2405,
스카프,scarf,2578,
왕복,round trip,2788,
쏟아지다,"to pour, get spilt",2473,
악명,"evil reputation, notoriety",4409,
강연회,lecture,2895,
권한,"rights, authority",4356,
괴롭히다,"to harass, annoy, trouble",2710,
무늬,"design, pattern, figure",2237,
코미디,comedy,2598,
새우,"shrimp, prawn",2354,
굴다,"to behave, act",2590,
이모부,mother's sister's husband,2973,
쌍,pair,2528,
봉급,"salary, wages",3679,
굉장하다,"to be wonderful, great, marvelous",2510,
오보,false (incorrect) report,4649,
저절로,"by itself, automatically",2515,
강력하다,"to be strong, powerful",2865,
목사님,"pastor, minister",3078,
손등,back of the hand,2511,
갇히다,"to be locked (up), shut (in), confined",4005,
공유,"sharing (of information, files etc.);public ownership",2517,
연보라,light purple,2527,
상점,"store, shop",3381,
두드리다,"to knock, tap, rap;to beat, strike",2457,
경호,guard,3688,
통,"totally, not at all;barrel, can, cask",2553,
미인,beautiful woman,2518,
엄청나다,"to be huge, enormous, tremendous",2522,
회계,accounting,4916,
여관,inn,2523,
소극장,small theater,2529,
참조하다,to refer (to),2530,
화염,"flame, blaze",4717,
살인,murder,2525,
빠져나오다,"to escape, get out",2860,
의류,"clothing, clothes",2534,
볼링,bowling,2620,
짬,free time,2536,
상대하다,to deal with,2661,
더욱,"increasingly, more and more",2041,
노약자석,handicapped seating,2539,
껄끄럽다,"to be uncomfortable, uneasy, strained",2540,
회,"time, round (count.);lime;raw fish",2583,
경쟁사,"competitor, rival company",2541,
노트북,"notebook, laptop",2639,
해치다,"to injure, harm, damage",2544,
오답,"wrong answer, incorrect answer",2545,
불규칙,irregular,2475,
빨다,to wash (laundry);to suck,2546,
증거,evidence,3374,
속초,Sokcho,2548,
어지럽다,"to be dizzy, feel giddy;to be in disorder",3847,
선약,previous engagement,2550,
철저히,"thoroughly, completely",2552,
진지하다,"to be serious, earnest",2601,
유치장,"jail, lockup, holding cell",2554,
자매,sisters,2555,
쌀쌀하다,to be chilly,2406,
시스템,system,2658,
천재,genius,2557,
청순하다,"to be innocent, pure",2558,
수다,"chatter, chit-chat",2564,
항공권,airline ticket,2565,
스치다,"to graze, brush (touch lightly)",2566,
수출,export,2238,
상투적,"conventional, commonplace",2568,
패스하다,to pass (an exam),2569,
성별,"sex, gender",2570,
장례식,funeral,2571,
주의하다,"to pay attention, take care, be careful",2636,
극찬,"high praise, compliment",2575,
이어서,"continuing, following",2576,
번지다,"to spread, run",2577,
업무,"business, duty",2043,
승객,passenger,2943,
달려들다,"to attack, jump at",3793,
온기,warmth,2584,
의식,"consciousness;ceremony, ritual",3225,
파혼하다,to break off one's engagement,2586,
도자기,"ceramic ware, pottery",2587,
무료,free of charge (more formal),2599,
실시하다,"to implement, carry out",2549,
온종일,"all day long, the whole day",2595,
규모,"scale, scope",2582,
불량하다,"to be poor, faulty",2602,
연세,age (hon.),2603,
엉터리,"rubbish, nonsense, fake, cheat",2604,
권유하다,"to advise, suggest, recommend",5059,
동침,"sleeping together, sharing a bed",2606,
초대장,(written) invitation,2479,
수리하다,"to repair, fix;to accept, receive",3030,
핑계,"excuse, pretext",2611,
소감,"thoughts (on), impression",2612,
각오하다,"to be determined, be prepared",2613,
일기예보,weather forecast,2614,
조회,inquiry (into),2615,
꼬시다,"to chase (women), pick up (girls), hit on",2616,
근로자,"worker, working people",2427,
망치,hammer,2618,
찌르다,"to pierce, stab",2625,
국적,"nationality, citizenship",2743,
샘,"spring, fountain;jealousy",2628,
넘어오다,"to come over, cross over;to fall, come down",2631,
출입,entry;coming and going,2629,
싱크대,sink,2608,
쓰다듬다,"to stroke, pat",4178,
아예,from the beginning;by any means,3450,
장바구니,shopping basket,2633,
미숙하다,"to be inexperienced, unskilled;to be unripe, immature",2634,
증세,symptom,3770,
동창회,"alumni meeting, reunion",3307,
희생하다,to sacrifice,2640,
행운,"good luck, good fortune",2641,
가위바위보,rock-paper-scissors,2632,
연장하다,"to extend, renew",2643,
근육,muscle,3281,
이성,"reason, rationality;the opposite sex",2656,
아쉬워하다,"to miss, feel the lack of",2646,
랭킹,ranking,2647,
품,"bosom, breast;work, labor",2648,
억울하다,"to suffer unfairness, feel victimized",2384,
안방,master bedroom,2215,
숙어,idiom,2651,
창조하다,to create,2652,
경영,"(business) management, administration",2271,
현장,"the actual spot, scene (of action), site",2687,
비추다,"to light up, shed light;to reflect, mirror",2817,
장화,boots,2655,
머릿속,"inside one's head, mind",2460,
달구다,to heat (up),2663,
균형,balance,3001,
혁명,revolution,2660,
갖추다,"to get ready, prepare",2627,
승자,winner,2667,
남몰래,secretly,3879,
받아들이다,to accept,1789,
기운,"energy, vigor, strength",2476,
최신,"the newest, the latest",2671,
생산하다,"to produce, make",2187,
내과,internal medicine,3675,
윷놀이,yut (Korean game),2572,
썰렁하다,"to be chilly;to be not funny, awkward",2675,
유산,"abortion;inheritance, legacy",2676,
모친,mother,2677,
존재하다,"to exist, be present",2097,
연기자,"actor, actress",3205,
진정하다,"to be true, real, genuine;to calm down",2680,
상식,common sense,3573,
고추장,red-pepper paste,2682,
건네다,"to pass, hand over, deliver",2683,
하숙,boarding house,2684,
부친,father,2685,
포옹하다,"to embrace, hug, cuddle",2686,
폭력,"violence, force",2777,
코너,corner,2709,
찾아내다,"to discover, locate, come up with",2591,
배려,"consideration, regard",2705,
자발적,voluntary,4148,
건설하다,"to build, construct",2748,
연극,"play, theatrical performance",2189,
화제,"topic, subject of conversation",3055,
두렵다,"to be fearful, afraid, frightened",2706,
악몽,"bad dream, nightmare",2681,
활짝,"extensively, widely, fully",4258,
환하다,to be bright;to be familiar (with),2708,
대륙,continent,3430,
찜질방,"Korean dry sauna, spa",2398,
딱딱하다,"to be hard, stiff, firm",2713,
공주,princess;Gong Ju,2714,
복권,lottery (ticket);reinstatement,2719,
한턱내다,to treat to a meal or a drink,2720,
피해,"damage, harm",2718,
홀로,"alone, by oneself",2722,
찬란하다,"to be radiant, shining, gorgeous",2723,
애교,"charms, courtesy",2711,
봉사,service;blind person,2725,
떠맡다,"to take on, assume, undertake",2726,
중식,lunch (more formal),2727,
말투,"one's way of talking, style of speech",2728,
피하다,to avoid,2104,
분야,"field, area (abstract)",2385,
은근히,"politely, courteously;quietly, inwardly",2731,
당황스럽다,"to be embarrassed, disconcerted, confused",2322,
관리,"administration, management;government official",1893,
자,ruler,2749,
긁다,"to scratch, scrape",2735,
직관,intuition,4902,
가정부,housekeeper,2737,
안심하다,"to be relieved, rest easy",4548,
장면,scene (in a movie etc.),3110,
기호,"taste, preference (for);sign, symbol",2740,
혼내다,"to scold, teach a person a lesson;to scare",2741,
물결,wave,2905,
뇌물,bribe,2746,
비난하다,"to criticize, attack, blame",3704,
승인,approval,2747,
한마디,a word,1894,
굶다,"to starve, go hungry, skip a meal",2717,
서명,signature;book title,2752,
건강보험증,health insurance card,2739,
곱다,"to be pretty, lovely",2635,
실업,"unemployment;industry, business",3966,
곤란하다,"to be difficult, tough;to be embarrassing, awkward",2754,
동갑,the same age,2755,
첫인상,one's first impression,2662,
한심하다,"to be pathetic, pitiful",2768,
예고,"advance notice, warning",2769,
신간,new book,2770,
염색하다,to dye,2670,
용법,"usage, use",2772,
시청률,(viewer) ratings,2773,
한산하다,"to be quiet, empty, inactive",2774,
댓글,comment,2775,
호흡,breathing,2776,
합치다,"to combine, unite, put together",2764,
주군,one's master,2778,
일거리,"work, things to do, task",2779,
빌다,"to ask, beg;to wish, pray;to apologize",2701,
의외,"surprise, unexpected thing",2781,
구매,purchase,2782,
조깅하다,to jog,2783,
미만,"under, less than",2784,
아끼다,"to spare, save, begrudge",2644,
불길하다,"to be unlucky, ominous",2791,
짝,"one of a set, partner",2792,
이목,attention,2793,
추천하다,to recommend,2794,
깃발,flag,2795,
최저,"lowest, minimum",2800,
따스하다,to be warm,2804,
파인애플,pineapple,2805,
공동,"joint, group, collaboration",1978,
감돌다,to hang (in the air),2807,
신,"shoes, footwear;God;joy, delight",2314,
또는,or,2809,
야근하다,to work (overtime) at night,2704,
승진,"promotion, advancement",2811,
짝사랑,"unrequited love, (secret) crush",2812,
짤리다,to be fired,2813,
시기,"time, moment;opportunity, chance;jealousy",2638,
사방,"all directions, everywhere",2822,
달콤하다,"to be sweet, sugary",2823,
응급,emergency,3283,
